hyperparams,tpr,tnr,ppv,f1,score,auc,accuracy
64-0.0001-0.1-3.54-1.0-1,0.8220338983050848,0.8679867986798679,0.708029197080292,0.7607843137254902,71.2871287128713,0.9047659003188454,85.5106888361045
