hyperparams,tpr,tnr,ppv,f1,score,auc,accuracy
64-0.0001-0.1-3.54-1.0-1,0.847457627118644,0.8184818481848185,0.6451612903225806,0.7326007326007326,70.58823529411765,0.9070593500027968,82.6603325415677
